phone_full_name,phone_review_rating,phone_rate_number,phone_sale_price,phone_list_price,phone_discount,phone_brand,phone_dim,phone_weight,phone_ASIN,phone_model_numer,phone_batteries,phone_os,phone_ram,phone_wire_com_tech,phone_conn_tech,phone_is_GPS,phone_special_features,phone_display_tech,phone_other_display_features,phone_human_int_input,phone_scanner_res,phone_other_cam_features,phone_from_factor,phone_color,phone_batt_power_rating,phone_set,phone_manufacturer,phone_date,phone_mem_storage_cap,phone_standing_screen_display_size,phone_ram_memory_installed_size,phone_cust_rev_5_perc,phone_cust_rev_4_perc,phone_cust_rev_3_perc,phone_cust_rev_2_perc,phone_cust_rev_1_perc,phone_cust_say
"SAMSUNG Z Fold4 Front Protective Film, Phone Screen Protector, Display Shield, High Touch Sensitivity, Anti Scratch& Fingerprint Protection US Version, Transparent With Cleaning Cloth",Sorry bro,Sorry bro,$8.99,Sorry bro,0%,SAMSUNG,7 x 3 x 0.5 inches,1.76 ounces,B0BVTSF924,EF-UF93PCTEGUS-CleaningCloth,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Scratch Resistant,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Clear,Sorry bro,Cleaning Cloth,Samsung,"February 14, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy S24 Ultra Standing Grip Phone Case, Protective Silicone Cover with Hand Strap, Kickstand, Durable Design, Soft Touch, US Version, EF-GS928CEEGUS, Dark Violet",4.2,"2,055 ratings",$35.99,$59.99,40%,SAMSUNG,Sorry bro,3.2 ounces,B0CPTDXFRQ,EF-GS928CEEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Anti-Slip,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Standing Grip Dark Violet,Sorry bro,Phone Case,Samsung,"January 17, 2024",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,Sorry bro,Sorry bro,11%,"{'Design': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'MIXED'}, 'Phone protection': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'MIXED'}, 'Ease of installation': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'MIXED'}, 'Fit': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '190', 'neg_rev': '14', 'tone': 'MIXED'}}"
Apple 35W Dual USB-C Port Compact Power Adapter,4.8,974 ratings,$39.00,$59.00,34%,Apple,‎2.76 x 1.18 x 3.31 inches,‎4.6 ounces,‎B0D1XRRQZJ,‎MW2H3AM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎April 23, 2024",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,Sorry bro,2%,91%,"{'Functionality': {'pos_rev': '60', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Charging capability': {'pos_rev': '60', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Compactness': {'pos_rev': '60', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Charging speed': {'pos_rev': '60', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '60', 'neg_rev': '5', 'tone': 'MIXED'}}"
Apple iPhone 16 Plus Silicone Case with MagSafe and Camera Control - Tangerine ​​​​​​​,4.6,424 ratings,$49.99,Sorry bro,0%,Apple,‎3.61 x 7.66 x 0.65 inches,‎3.06 ounces,‎B0DZ7789G2,‎MDGT4ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎March 4, 2025",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,3%,2%,81%,"{'Durability': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Color': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Phone case': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'POSITIVE'}, 'Slipperiness': {'pos_rev': '19', 'neg_rev': '7', 'tone': 'MIXED'}}"
"Panasonic Lightweight Over The Ear Wired Headphones with Microphone, Sound and XBS for Extra Bass, Long Cord, 3.5mm Jack for Phones and Laptops – RP-HT161M (Black)",4.3,"32,391 ratings",$21.99,$21.99,36%,Panasonic,Sorry bro,0.29 Kilograms,B08HBBF6FR,RP-HT161M,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Panasonic,"September 2, 2020",Sorry bro,Sorry bro,Sorry bro,5%,4%,63%,Sorry bro,Sorry bro,"{'Sound quality': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Works well': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Weight': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}, 'Durability': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}, 'Cord length': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}}"
Apple iPhone 16 Pro Clear Case with MagSafe and Camera Control ​​,4.2,623 ratings,$34.99,$49.00,29%,Apple,‎3.35 x 7.06 x 0.72 inches,‎2.46 ounces,‎B0DGHH7S34,‎MA7E4ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 9, 2024",Sorry bro,Sorry bro,Sorry bro,15%,64%,3%,Sorry bro,Sorry bro,"{'Durability': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Looks': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'POSITIVE'}, 'Buttons ease of use': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'MIXED'}, 'Ease of use': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'MIXED'}, 'Slipperiness': {'pos_rev': '31', 'neg_rev': '9', 'tone': 'NEGATIVE'}}"
Apple iPhone 12 Mini Silicone Case with MagSafe - Black,4.5,"2,130 ratings",$11.85,$49.99,76%,Apple,‎5.89 x 3.24 x 0.55 inches,‎1.76 ounces,‎B08L5PZ586,‎MHKX3ZM/A,‎1 Lithium Ion batteries required.,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎October 13, 2020",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,3%,Sorry bro,Sorry bro,"{'Phone case': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'MIXED'}, 'Plastic quality': {'pos_rev': '23', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
"Apple Watch SE (2nd Gen) [GPS 40mm] Smartwatch with Midnight Aluminum Case with Midnight Sport Band S/M. Fitness and Sleep Trackers, Crash Detection, Heart Rate Monitor, Retina Display",4.6,969 ratings,$169.00,$249.00,32%,Apple,‎24 x 7.7 x 3 inches,‎4.3 ounces,‎B0DGJ736JM,‎MXE73LL/A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 11, 2024",Sorry bro,Sorry bro,Sorry bro,5%,4%,Sorry bro,Sorry bro,81%,"{'Quality': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Fitness tracker': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'MIXED'}, 'Wrist band size': {'pos_rev': '39', 'neg_rev': '11', 'tone': 'MIXED'}}"
"Sony WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone, White",4.4,"18,879 ratings",$59.99,$59.99,56%,Sony,6.85 x 1.76 x 7.76 inches,0.31 Kilograms,B0BS1QB15L,WHCH520/W,1 Lithium Polymer batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,SONY,"February 21, 2023",Sorry bro,Sorry bro,Sorry bro,15%,Sorry bro,Sorry bro,72%,Sorry bro,"{'Sound quality': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'POSITIVE'}, 'Size': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '1', 'neg_rev': '271', 'tone': 'MIXED'}}"
Apple iPhone 16e Silicone Case – Winter Blue ​​​​​​​,5.0,8 ratings,$39.00,Sorry bro,0%,Apple,‎6.42 x 3.35 x 0.67 inches,‎2.39 ounces,‎B0DXQG1LTR,‎MD3Q4ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎February 19, 2025",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Apple iPhone 16 Pro Silicone Case with MagSafe and Camera Control - Black ​​​​​​​,4.3,"1,332 ratings",$34.99,$49.00,29%,Apple,‎3.35 x 7.05 x 0.72 inches,‎0.035 ounces,‎B0DGHKP48R,‎MYYJ3ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 9, 2024",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,73%,Sorry bro,Sorry bro,"{'Color': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Softness': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Case quality': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '59', 'neg_rev': '12', 'tone': 'MIXED'}}"
Apple iPhone 15 Pro Silicone Case with MagSafe - Black,4.0,"5,143 ratings",$49.00,$49.00,24%,Apple,‎6.34 x 3.42 x 0.7 inches,‎2.4 ounces,‎B0CHWYWDYX,‎MT1A3ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 12, 2023",Sorry bro,Sorry bro,Sorry bro,5%,64%,Sorry bro,Sorry bro,Sorry bro,"{'Color': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'POSITIVE'}, 'Case quality': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'MIXED'}, 'Slipperiness': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '93', 'neg_rev': '13', 'tone': 'NEGATIVE'}}"
"2022 Apple iPhone SE (64 GB, Starlight) [Locked] + Carrier Subscription",3.1,24 ratings,$390.39,Sorry bro,0%,Apple,‎2.87 x 26.5 x 54.49 inches,‎5.2 ounces,‎B09V4KJTTJ,‎MMX63LL/A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎March 11, 2022",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,22%,21%,{}
"Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4",4.6,"59,466 ratings",$348.00,$348.00,48%,Sony,7.27 x 3.03 x 9.94 inches,9 Ounces,B0863TXGM3,WH1000XM4/B,1 Lithium Polymer batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sony,"August 6, 2020",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,3%,2%,81%,"{'Sound quality': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}, 'Connectivity': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}, 'Ease of use': {'pos_rev': '3', 'neg_rev': '1', 'tone': 'MIXED'}}"
"Apple iPhone 13 Mini (128GB, (Product) RED) [Locked] + Carrier Subscription",3.6,50 ratings,$671.60,$7.99,0%,Apple,‎0.3 x 2.53 x 5.18 inches,‎5 ounces,‎B09G9L8C6R,‎MLHQ3LL/A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 14, 2021",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,52%,Sorry bro,{}
"Samsung 15W Wireless Charger Single, Cordless Super Fast Charging Pad for Galaxy Phones and Devices, Compact Design, LED Indicator, USB C Cable Included, 2022, US Version, Grey",4.3,"1,595 ratings",$34.49,$59.99,43%,SAMSUNG,Sorry bro,7.8 ounces,B09MV4SRP1,EP-P2400TBEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"February 9, 2022",Sorry bro,Sorry bro,Sorry bro,15%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'POSITIVE'}, 'Fast charging': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}, 'Size': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}, 'Phone heat': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}, 'Build quality': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '62', 'neg_rev': '19', 'tone': 'MIXED'}}"
"Apple iPhone 11 Pro Max [64GB, Midnight Green] + Carrier Subscription [Cricket Wireless]",3.6,65 ratings,$509.79,Sorry bro,0%,Apple,‎6.22 x 0.32 x 3.06 inches,‎8 ounces,‎B0844JKGSK,‎MWH22LL/A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple Computer,"‎August 7, 2019",Sorry bro,Sorry bro,Sorry bro,15%,Sorry bro,23%,Sorry bro,51%,{}
"Apple iPhone 12 Pro (256GB, Silver) [Locked] + Carrier Subscription",4.1,391 ratings,$977.52,Sorry bro,0%,Apple,‎5.78 x 2.81 x 0.29 inches,‎7 ounces,‎B08L5MR8MK,‎MGLU3LL/A,‎1 Lithium Ion batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple Computer,"‎October 13, 2020",Sorry bro,Sorry bro,Sorry bro,Sorry bro,64%,13%,Sorry bro,Sorry bro,{}
"Samsung Galaxy Buds FE True Wireless Bluetooth Earbuds, Comfort and Secure in Ear Fit, Auto Switch Audio, Touch Control, Built-in Voice Assistant, Graphite [US Version, 1Yr Manufacturer Warranty]",4.3,"4,535 ratings",$99.99,$99.99,42%,SAMSUNG,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,14%,3%,Sorry bro,Sorry bro,"{'Sound quality': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'POSITIVE'}, 'Ear comfort': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'MIXED'}, 'Quality': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'MIXED'}, 'Wireless charging': {'pos_rev': '707', 'neg_rev': '233', 'tone': 'MIXED'}}"
"Apple iPhone 11 White Silicone Case - Slim Fit, Wireless Charging Compatible, Water Resistant",4.6,"5,858 ratings",$13.67,Sorry bro,0%,Apple,‎56.69 x 28.09 x 3.19 inches,‎1.45 ounces,‎B07XQS2VSS,‎MWVX2ZM/A,‎1 A batteries required.,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 11, 2019",Sorry bro,Sorry bro,Sorry bro,5%,4%,Sorry bro,Sorry bro,11%,"{'Quality': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Look': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Soft feel': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'MIXED'}, 'Scrubbing ability': {'pos_rev': '76', 'neg_rev': '8', 'tone': 'MIXED'}}"
"Samsung SmartTag2 (2023) Bluetooth + UWB, IP67 Water and Dust Resistant, Findable via App, 1.5 Year Battery Life - Black (International Version)",4.4,"2,103 ratings",$19.50,$19.50,13%,SAMSUNG,Sorry bro,0.018 ounces,B0CHN2D8KM,EI-T5600BBEGWW,1 CR2 batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"September 8, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,73%,Sorry bro,Sorry bro,"{'Functionality': {'pos_rev': '107', 'neg_rev': '28', 'tone': 'POSITIVE'}, 'Ease of setup': {'pos_rev': '107', 'neg_rev': '28', 'tone': 'POSITIVE'}, 'Location accuracy': {'pos_rev': '107', 'neg_rev': '28', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '107', 'neg_rev': '28', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '107', 'neg_rev': '28', 'tone': 'NEGATIVE'}}"
Apple iPhone 15 Pro Max Silicone Case with MagSafe - Winter Blue,4.1,"6,306 ratings",$46.70,$49.00,5%,Apple,‎6.34 x 3.42 x 0.7 inches,‎2.88 ounces,‎B0CHWVCV1Y,‎MT1Y3ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 12, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,Sorry bro,Sorry bro,Sorry bro,"{'Color': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'MIXED'}, 'Durability': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'MIXED'}, 'Slipperiness': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'MIXED'}, 'Fit': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '166', 'neg_rev': '61', 'tone': 'NEGATIVE'}}"
"Panasonic ErgoFit Wired Earbuds, In-Ear Headphones with Dynamic Crystal-Clear Sound and Ergonomic Custom-Fit Earpieces (S/M/L), 3.5mm Jack for Phones and Laptops, No Mic - RP-HJE120-K (Black)",4.3,"141,234 ratings",$8.99,$9.99,10%,Panasonic,Sorry bro,4 Grams,B003EM8008,RP-HJE120-K,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Panasonic,"March 19, 2011",Sorry bro,Sorry bro,Sorry bro,65%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Sound quality': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Earbud quality': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Works well': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Stay in place': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '26', 'neg_rev': '5', 'tone': 'MIXED'}}"
